vessel_id,vessel_name,carrier,vessel_class,cargo_volume_teu,length_m,draft_m,berth_id,cranes_allocated,carrier_reported_eta,actual_arrival_time,departure_time,arrival_speed_knots,wind_speed_knots,tidal_restriction_flag,scheduled_dwell_hours,actual_dwell_hours,delay_minutes,delay_cause,shift_id,eta_bias_hours
IMO9301499,Yang Ming Feeder 1499,Yang Ming,Feeder,1901,179.9,8.9,B-10,2,2024-12-14T20:15:47.059177+00:00,2024-12-14T23:00:11.059177+00:00,2024-12-15T19:06:11.059177+00:00,16.1,14.3,0,18.9,20.1,75,PILOT_UNAVAILABLE,SHIFT_C (22:00-06:00),2.74
IMO9301500,X-Press Feeders Post-Panamax 1500,X-Press Feeders,Post-Panamax,6787,342.0,14.1,B-02,4,2026-02-10T16:29:24.447658+00:00,2026-02-10T17:28:12.447658+00:00,2026-02-12T15:46:12.447658+00:00,12.3,9.3,0,46.4,46.3,0,NONE,SHIFT_B (14:00-22:00),0.98
IMO9301501,SITC Panamax 1501,SITC,Panamax,5097,265.6,10.7,B-05,3,2025-04-09T07:03:41.284228+00:00,2025-04-09T08:21:41.284228+00:00,2025-04-10T18:03:41.284228+00:00,15.9,14.7,0,34.7,33.7,0,NONE,SHIFT_A (06:00-14:00),1.3
IMO9301502,COSCO Feeder 1502,COSCO,Feeder,1849,186.5,7.9,B-10,2,2024-12-28T19:25:03.269517+00:00,2024-12-28T23:16:39.269517+00:00,2024-12-29T17:58:39.269517+00:00,12.6,31.7,1,19.6,18.7,0,NONE,SHIFT_C (22:00-06:00),3.8600000000000003
IMO9301503,Evergreen Handymax 1503,Evergreen,Handymax,2174,214.5,9.1,B-06,3,2025-04-15T03:34:11.134108+00:00,2025-04-15T04:20:23.134108+00:00,2025-04-16T04:38:23.134108+00:00,16.1,1.9,0,24.1,24.3,0,NONE,SHIFT_C (22:00-06:00),0.77
IMO9301504,HMM Post-Panamax 1504,HMM,Post-Panamax,8717,305.0,12.9,B-03,4,2024-09-30T05:50:43.894407+00:00,2024-09-30T06:48:19.894407+00:00,2024-10-02T05:00:19.894407+00:00,13.8,10.0,0,45.9,46.2,0,NONE,SHIFT_A (06:00-14:00),0.96
IMO9301505,Hapag-Lloyd Handymax 1505,Hapag-Lloyd,Handymax,2953,185.8,9.2,B-06,3,2025-07-22T13:28:39.170301+00:00,2025-07-22T14:20:15.170301+00:00,2025-07-23T19:14:15.170301+00:00,12.5,20.7,0,29.5,28.9,0,NONE,SHIFT_B (14:00-22:00),0.86
IMO9301506,CMA CGM Feeder 1506,CMA CGM,Feeder,2424,189.5,9.1,B-08,2,2026-05-07T16:47:17.105574+00:00,2026-05-07T18:17:53.105574+00:00,2026-05-08T12:17:53.105574+00:00,15.9,2.6,0,15.5,18.0,148,CRANE_OUTAGE,SHIFT_B (14:00-22:00),1.51
IMO9301507,COSCO Panamax 1507,COSCO,Panamax,3145,257.3,11.2,B-05,3,2026-02-10T09:22:39.621864+00:00,2026-02-10T10:47:51.621864+00:00,2026-02-11T19:05:51.621864+00:00,14.4,12.9,0,32.5,32.3,0,NONE,SHIFT_A (06:00-14:00),1.42
IMO9301508,MSC Post-Panamax 1508,MSC,Post-Panamax,6787,346.7,12.8,B-01,4,2025-07-17T09:34:40.057671+00:00,2025-07-17T12:03:28.057671+00:00,2025-07-19T19:15:28.057671+00:00,14.8,21.7,0,56.0,55.2,0,NONE,SHIFT_A (06:00-14:00),2.48
IMO9301509,ONE Panamax 1509,ONE,Panamax,3127,248.6,11.1,B-04,3,2026-01-17T07:09:06.996198+00:00,2026-01-17T07:37:18.996198+00:00,2026-01-18T14:31:18.996198+00:00,14.7,5.1,0,30.1,30.9,48,PILOT_UNAVAILABLE,SHIFT_A (06:00-14:00),0.47
IMO9301510,SITC Feeder 1510,SITC,Feeder,1188,143.0,8.2,B-08,2,2025-06-04T09:05:42.380101+00:00,2025-06-04T10:15:18.380101+00:00,2025-06-05T11:51:18.380101+00:00,15.5,8.4,0,19.3,25.6,379,WEATHER,SHIFT_A (06:00-14:00),1.16
IMO9301511,OOCL Feeder 1511,OOCL,Feeder,1815,183.1,8.6,B-08,2,2026-05-07T14:47:24.712687+00:00,2026-05-07T17:55:48.712687+00:00,2026-05-08T17:43:48.712687+00:00,15.0,11.6,0,21.9,23.8,117,CRANE_OUTAGE,SHIFT_B (14:00-22:00),3.14
IMO9301512,COSCO ULCV 1512,COSCO,ULCV,15120,385.4,15.6,B-02,4,2025-01-25T22:49:19.453799+00:00,2025-01-25T23:42:07.453799+00:00,2025-01-29T01:00:07.453799+00:00,10.2,14.3,0,73.9,73.3,0,NONE,SHIFT_C (22:00-06:00),0.88
IMO9301513,Hapag-Lloyd Handymax 1513,Hapag-Lloyd,Handymax,3326,187.3,8.9,B-09,2,2026-09-07T02:30:49.721276+00:00,2026-09-07T03:08:37.721276+00:00,2026-09-08T09:56:37.721276+00:00,15.5,17.0,0,24.1,30.8,400,CRANE_OUTAGE,SHIFT_C (22:00-06:00),0.63
IMO9301514,HMM Post-Panamax 1514,HMM,Post-Panamax,10386,315.3,14.1,B-02,4,2025-12-21T18:35:36.773673+00:00,2025-12-21T19:21:48.773673+00:00,2025-12-23T13:15:48.773673+00:00,13.6,3.2,0,42.3,41.9,0,NONE,SHIFT_B (14:00-22:00),0.77
IMO9301515,Hapag-Lloyd Feeder 1515,Hapag-Lloyd,Feeder,1753,158.2,7.2,B-10,2,2025-02-06T09:16:09.795506+00:00,2025-02-06T13:33:33.795506+00:00,2025-02-07T08:15:33.795506+00:00,11.8,31.9,1,19.5,18.7,0,NONE,SHIFT_A (06:00-14:00),4.29
IMO9301516,COSCO Feeder 1516,COSCO,Feeder,1454,136.4,8.7,B-10,2,2025-07-26T20:02:28.673102+00:00,2025-07-26T20:53:28.673102+00:00,2025-07-27T20:41:28.673102+00:00,15.4,23.8,0,20.6,23.8,191,YARD_CONGESTION,SHIFT_B (14:00-22:00),0.85
IMO9301517,KMTC Post-Panamax 1517,KMTC,Post-Panamax,10708,312.8,13.6,B-04,3,2026-06-18T21:02:46.333056+00:00,2026-06-18T21:02:46.333056+00:00,2026-06-20T14:56:46.333056+00:00,16.0,26.7,0,42.9,41.9,0,NONE,SHIFT_B (14:00-22:00),0.0
IMO9301518,SITC Post-Panamax 1518,SITC,Post-Panamax,7225,341.0,13.6,B-05,3,2026-07-01T08:55:35.801768+00:00,2026-07-01T10:04:35.801768+00:00,2026-07-03T16:46:35.801768+00:00,13.6,3.8,0,54.9,54.7,0,NONE,SHIFT_A (06:00-14:00),1.15
IMO9301519,X-Press Feeders Feeder 1519,X-Press Feeders,Feeder,1883,164.3,8.8,B-08,2,2025-12-09T09:24:09.583705+00:00,2025-12-09T11:43:57.583705+00:00,2025-12-10T07:07:57.583705+00:00,13.9,23.5,0,19.9,19.4,0,NONE,SHIFT_A (06:00-14:00),2.33
IMO9301520,SITC Panamax 1520,SITC,Panamax,3646,286.1,10.1,B-04,3,2026-04-10T00:19:40.940206+00:00,2026-04-10T03:07:04.940206+00:00,2026-04-11T11:43:04.940206+00:00,10.8,31.3,1,33.5,32.6,0,NONE,SHIFT_C (22:00-06:00),2.79
IMO9301521,OOCL Feeder 1521,OOCL,Feeder,829,171.2,8.9,B-09,2,2024-12-07T17:12:39.658904+00:00,2024-12-07T19:11:27.658904+00:00,2024-12-08T13:29:27.658904+00:00,14.5,9.5,0,18.9,18.3,0,NONE,SHIFT_B (14:00-22:00),1.98
IMO9301522,X-Press Feeders Handymax 1522,X-Press Feeders,Handymax,3253,198.1,10.0,B-06,3,2026-09-15T18:23:13.575337+00:00,2026-09-15T19:32:49.575337+00:00,2026-09-16T15:32:49.575337+00:00,14.8,15.7,0,20.5,20.0,0,NONE,SHIFT_B (14:00-22:00),1.16
IMO9301523,Maersk Panamax 1523,Maersk,Panamax,3378,221.6,11.9,B-07,3,2025-08-05T17:02:26.589833+00:00,2025-08-05T18:15:38.589833+00:00,2025-08-07T01:51:38.589833+00:00,13.5,9.9,0,31.1,31.6,0,NONE,SHIFT_B (14:00-22:00),1.22
IMO9301524,SITC Post-Panamax 1524,SITC,Post-Panamax,9680,337.0,13.7,B-01,4,2025-08-24T08:58:45.629655+00:00,2025-08-24T09:36:33.629655+00:00,2025-08-26T23:24:33.629655+00:00,12.8,20.4,0,59.3,61.8,153,PILOT_UNAVAILABLE,SHIFT_A (06:00-14:00),0.63
IMO9301525,HMM Panamax 1525,HMM,Panamax,3094,247.2,10.1,B-06,3,2025-05-13T19:56:44.433800+00:00,2025-05-13T21:17:44.433800+00:00,2025-05-15T08:53:44.433800+00:00,15.4,6.4,0,36.4,35.6,0,NONE,SHIFT_B (14:00-22:00),1.35
IMO9301526,Wan Hai Neo-Panamax 1526,Wan Hai,Neo-Panamax,13025,342.4,14.7,B-03,4,2026-03-15T17:35:29.966577+00:00,2026-03-15T17:35:29.966577+00:00,2026-03-17T22:05:29.966577+00:00,16.0,15.3,0,51.0,52.5,93,PILOT_UNAVAILABLE,SHIFT_B (14:00-22:00),0.0
IMO9301527,Maersk Panamax 1527,Maersk,Panamax,3979,224.8,10.4,B-06,3,2025-11-25T02:53:41.813684+00:00,2025-11-25T05:05:41.813684+00:00,2025-11-26T11:17:41.813684+00:00,14.8,29.1,1,29.9,30.2,0,NONE,SHIFT_C (22:00-06:00),2.2
IMO9301528,KMTC Neo-Panamax 1528,KMTC,Neo-Panamax,10782,351.5,14.9,B-01,4,2025-08-18T01:43:17.624192+00:00,2025-08-18T02:39:05.624192+00:00,2025-08-20T08:45:05.624192+00:00,15.5,10.6,0,52.3,54.1,106,CRANE_OUTAGE,SHIFT_C (22:00-06:00),0.93
IMO9301529,Hapag-Lloyd Post-Panamax 1529,Hapag-Lloyd,Post-Panamax,10705,346.0,13.8,B-04,3,2025-07-16T00:39:11.060985+00:00,2025-07-16T01:50:35.060985+00:00,2025-07-18T02:08:35.060985+00:00,9.8,7.9,0,48.4,48.3,0,NONE,SHIFT_C (22:00-06:00),1.19
IMO9301530,HMM Feeder 1530,HMM,Feeder,1757,171.3,9.3,B-08,2,2025-02-27T00:23:13.534883+00:00,2025-02-27T01:22:01.534883+00:00,2025-02-27T20:10:01.534883+00:00,16.3,12.4,0,18.1,18.8,0,NONE,SHIFT_C (22:00-06:00),0.98
IMO9301531,SITC Handymax 1531,SITC,Handymax,2326,180.7,9.2,B-06,3,2024-10-04T02:03:41.221720+00:00,2024-10-04T02:46:53.221720+00:00,2024-10-05T02:58:53.221720+00:00,14.1,19.6,0,25.1,24.2,0,NONE,SHIFT_C (22:00-06:00),0.72
IMO9301532,Wan Hai Feeder 1532,Wan Hai,Feeder,2163,150.8,7.0,B-09,2,2026-06-27T20:32:28.802339+00:00,2026-06-27T22:25:52.802339+00:00,2026-06-28T17:01:52.802339+00:00,13.4,3.8,0,18.8,18.6,0,NONE,SHIFT_C (22:00-06:00),1.89
IMO9301533,CMA CGM Feeder 1533,CMA CGM,Feeder,1093,137.7,7.6,B-09,2,2026-07-17T19:50:16.109270+00:00,2026-07-17T23:59:16.109270+00:00,2026-07-18T20:47:16.109270+00:00,16.5,26.7,0,20.0,20.8,0,NONE,SHIFT_C (22:00-06:00),4.15
IMO9301534,CMA CGM Panamax 1534,CMA CGM,Panamax,4083,244.6,10.3,B-06,3,2026-09-09T21:18:48.398253+00:00,2026-09-10T01:53:36.398253+00:00,2026-09-11T12:59:36.398253+00:00,13.0,20.5,0,33.2,35.1,111,PILOT_UNAVAILABLE,SHIFT_C (22:00-06:00),4.58
IMO9301535,MSC Handymax 1535,MSC,Handymax,2363,218.8,9.3,B-07,3,2024-10-14T04:10:30.903217+00:00,2024-10-14T05:33:54.903217+00:00,2024-10-14T23:27:54.903217+00:00,15.1,18.0,0,18.7,17.9,0,NONE,SHIFT_C (22:00-06:00),1.39
IMO9301536,PIL Feeder 1536,PIL,Feeder,2081,160.0,8.9,B-08,2,2024-10-24T13:21:41.802235+00:00,2024-10-24T17:27:05.802235+00:00,2024-10-25T11:15:05.802235+00:00,15.3,11.5,0,17.1,17.8,0,NONE,SHIFT_B (14:00-22:00),4.09
IMO9301537,KMTC Feeder 1537,KMTC,Feeder,1450,162.1,7.4,B-08,2,2025-03-27T22:49:34.264875+00:00,2025-03-28T01:00:22.264875+00:00,2025-03-28T14:48:22.264875+00:00,15.9,29.9,1,13.3,13.8,0,NONE,SHIFT_C (22:00-06:00),2.18
IMO9301538,X-Press Feeders Post-Panamax 1538,X-Press Feeders,Post-Panamax,9778,346.7,14.4,B-02,4,2025-01-10T08:15:34.261415+00:00,2025-01-10T10:59:22.261415+00:00,2025-01-12T18:29:22.261415+00:00,18.1,10.8,0,51.3,55.5,254,YARD_CONGESTION,SHIFT_A (06:00-14:00),2.73
IMO9301539,SITC Neo-Panamax 1539,SITC,Neo-Panamax,12403,353.3,15.2,B-02,4,2025-10-17T02:49:16.292183+00:00,2025-10-17T04:24:40.292183+00:00,2025-10-19T17:06:40.292183+00:00,15.0,5.1,1,57.4,60.7,200,YARD_CONGESTION,SHIFT_C (22:00-06:00),1.59
IMO9301540,OOCL Panamax 1540,OOCL,Panamax,3514,289.5,11.9,B-05,3,2026-02-04T19:55:34.818850+00:00,2026-02-04T21:19:34.818850+00:00,2026-02-06T10:37:34.818850+00:00,14.7,10.7,0,33.1,37.3,253,CRANE_OUTAGE,SHIFT_B (14:00-22:00),1.4
IMO9301541,COSCO Panamax 1541,COSCO,Panamax,4772,230.6,10.7,B-06,3,2025-07-10T04:07:50.154632+00:00,2025-07-10T06:14:26.154632+00:00,2025-07-11T14:32:26.154632+00:00,13.4,10.4,0,32.1,32.3,0,NONE,SHIFT_A (06:00-14:00),2.11
IMO9301542,CMA CGM Post-Panamax 1542,CMA CGM,Post-Panamax,10539,338.3,12.7,B-02,4,2025-08-20T19:56:06.562588+00:00,2025-08-20T21:29:06.562588+00:00,2025-08-23T03:53:06.562588+00:00,15.3,5.8,0,49.2,54.4,309,WEATHER,SHIFT_B (14:00-22:00),1.55
IMO9301543,Yang Ming Feeder 1543,Yang Ming,Feeder,1388,150.2,8.5,B-10,2,2024-12-28T00:42:05.228328+00:00,2024-12-28T01:37:53.228328+00:00,2024-12-28T16:07:53.228328+00:00,14.5,5.3,0,15.5,14.5,0,NONE,SHIFT_C (22:00-06:00),0.93
IMO9301544,HMM Panamax 1544,HMM,Panamax,3402,280.6,10.0,B-04,3,2024-10-03T17:53:40.380628+00:00,2024-10-03T19:05:40.380628+00:00,2024-10-05T09:23:40.380628+00:00,16.5,8.7,0,38.1,38.3,0,NONE,SHIFT_B (14:00-22:00),1.2
IMO9301545,Evergreen Handymax 1545,Evergreen,Handymax,3450,189.9,8.6,B-09,2,2026-08-12T12:26:50.259830+00:00,2026-08-12T12:26:50.259830+00:00,2026-08-13T13:38:50.259830+00:00,11.7,13.7,0,24.9,25.2,0,NONE,SHIFT_A (06:00-14:00),0.0
IMO9301546,X-Press Feeders Panamax 1546,X-Press Feeders,Panamax,3668,223.7,10.1,B-04,3,2024-09-29T00:58:31.816459+00:00,2024-09-29T01:28:31.816459+00:00,2024-09-30T07:04:31.816459+00:00,12.6,9.1,0,29.5,29.6,0,NONE,SHIFT_C (22:00-06:00),0.5
IMO9301547,CMA CGM ULCV 1547,CMA CGM,ULCV,14216,369.0,15.1,B-01,4,2026-02-15T21:43:56.407891+00:00,2026-02-16T01:48:44.407891+00:00,2026-02-18T22:54:44.407891+00:00,13.2,10.0,0,61.1,69.1,480,WEATHER,SHIFT_C (22:00-06:00),4.08
IMO9301548,KMTC Post-Panamax 1548,KMTC,Post-Panamax,9678,302.3,14.0,B-02,4,2025-03-19T23:02:29.198623+00:00,2025-03-20T00:27:05.198623+00:00,2025-03-21T18:39:05.198623+00:00,13.5,28.8,1,40.8,42.2,86,CRANE_OUTAGE,SHIFT_C (22:00-06:00),1.41
IMO9301549,HMM Post-Panamax 1549,HMM,Post-Panamax,10322,304.9,13.8,B-05,3,2026-01-24T17:08:24.357492+00:00,2026-01-24T18:23:24.357492+00:00,2026-01-26T18:11:24.357492+00:00,14.7,7.1,0,47.8,47.8,0,NONE,SHIFT_B (14:00-22:00),1.25
IMO9301550,Maersk Post-Panamax 1550,Maersk,Post-Panamax,10829,323.6,12.8,B-04,3,2025-09-07T04:21:56.704459+00:00,2025-09-07T06:45:20.704459+00:00,2025-09-09T11:57:20.704459+00:00,15.8,1.4,0,50.3,53.2,176,CRANE_OUTAGE,SHIFT_A (06:00-14:00),2.39
IMO9301551,KMTC Panamax 1551,KMTC,Panamax,5097,227.4,10.1,B-04,3,2025-03-06T13:12:25.456633+00:00,2025-03-06T13:12:25.456633+00:00,2025-03-08T05:00:25.456633+00:00,15.1,7.3,0,33.4,39.8,384,CRANE_OUTAGE,SHIFT_A (06:00-14:00),0.0
IMO9301552,HMM ULCV 1552,HMM,ULCV,22773,382.4,16.0,B-01,4,2025-10-04T02:33:41.722343+00:00,2025-10-04T05:15:41.722343+00:00,2025-10-06T16:21:41.722343+00:00,16.2,23.6,1,58.5,59.1,0,NONE,SHIFT_C (22:00-06:00),2.7
IMO9301553,ZIM Feeder 1553,ZIM,Feeder,2267,162.8,8.7,B-10,2,2025-12-28T14:29:16.496466+00:00,2025-12-28T14:51:28.496466+00:00,2025-12-29T16:09:28.496466+00:00,17.4,15.2,0,21.8,25.3,210,CRANE_OUTAGE,SHIFT_B (14:00-22:00),0.37
IMO9301554,Hapag-Lloyd Feeder 1554,Hapag-Lloyd,Feeder,1181,142.8,8.0,B-08,2,2024-10-20T01:37:35.759839+00:00,2024-10-20T02:41:11.759839+00:00,2024-10-20T19:23:11.759839+00:00,11.8,7.1,0,16.5,16.7,0,NONE,SHIFT_C (22:00-06:00),1.06
IMO9301555,PIL Handymax 1555,PIL,Handymax,3364,213.9,9.1,B-09,2,2026-09-03T20:21:10.156732+00:00,2026-09-03T22:50:34.156732+00:00,2026-09-04T19:26:34.156732+00:00,11.9,12.4,0,20.1,20.6,0,NONE,SHIFT_C (22:00-06:00),2.49
IMO9301556,PIL Neo-Panamax 1556,PIL,Neo-Panamax,11163,358.1,15.4,B-01,4,2026-01-29T14:36:32.320999+00:00,2026-01-29T17:14:56.320999+00:00,2026-01-31T14:14:56.320999+00:00,17.1,20.5,0,46.0,45.0,0,NONE,SHIFT_B (14:00-22:00),2.64
IMO9301557,ONE Neo-Panamax 1557,ONE,Neo-Panamax,14281,345.1,13.6,B-02,4,2024-12-14T19:43:16.061068+00:00,2024-12-14T22:24:40.061068+00:00,2024-12-17T06:18:40.061068+00:00,17.4,19.7,0,49.5,55.9,385,WEATHER,SHIFT_C (22:00-06:00),2.69
IMO9301558,ZIM Feeder 1558,ZIM,Feeder,820,160.2,7.6,B-09,2,2024-11-30T08:51:51.258315+00:00,2024-11-30T09:05:03.258315+00:00,2024-12-01T05:23:03.258315+00:00,11.9,20.6,0,16.1,20.3,251,WEATHER,SHIFT_A (06:00-14:00),0.22
IMO9301559,MSC Neo-Panamax 1559,MSC,Neo-Panamax,10583,343.8,14.2,B-02,4,2025-10-10T12:08:03.563008+00:00,2025-10-10T12:33:15.563008+00:00,2025-10-12T16:21:15.563008+00:00,17.0,16.3,0,48.7,51.8,185,CRANE_OUTAGE,SHIFT_A (06:00-14:00),0.42
IMO9301560,Wan Hai Feeder 1560,Wan Hai,Feeder,991,144.0,8.4,B-08,2,2026-01-26T17:34:44.089184+00:00,2026-01-26T19:43:08.089184+00:00,2026-01-27T12:31:08.089184+00:00,15.6,23.0,0,17.3,16.8,0,NONE,SHIFT_B (14:00-22:00),2.14
IMO9301561,OOCL ULCV 1561,OOCL,ULCV,20954,383.2,16.1,B-01,4,2026-01-30T21:38:07.795997+00:00,2026-01-30T22:57:19.795997+00:00,2026-02-02T20:45:19.795997+00:00,16.1,20.7,0,70.0,69.8,0,NONE,SHIFT_C (22:00-06:00),1.32
IMO9301562,COSCO Panamax 1562,COSCO,Panamax,5038,229.4,11.2,B-04,3,2026-01-15T13:40:26.722906+00:00,2026-01-15T16:59:02.722906+00:00,2026-01-17T06:59:02.722906+00:00,11.5,10.4,0,37.8,38.0,0,NONE,SHIFT_B (14:00-22:00),3.31
IMO9301563,Evergreen Panamax 1563,Evergreen,Panamax,3628,235.9,10.8,B-06,3,2025-03-01T02:28:37.404825+00:00,2025-03-01T04:32:13.404825+00:00,2025-03-02T10:26:13.404825+00:00,11.8,36.3,1,30.1,29.9,0,NONE,SHIFT_C (22:00-06:00),2.06
IMO9301564,ONE Feeder 1564,ONE,Feeder,1050,133.7,8.3,B-09,2,2025-12-15T16:44:24.500476+00:00,2025-12-15T18:20:24.500476+00:00,2025-12-16T09:56:24.500476+00:00,13.2,10.5,0,16.2,15.6,0,NONE,SHIFT_B (14:00-22:00),1.6
IMO9301565,MSC Post-Panamax 1565,MSC,Post-Panamax,9014,310.8,13.5,B-02,4,2025-09-01T19:01:39.810361+00:00,2025-09-01T21:59:51.810361+00:00,2025-09-04T07:23:51.810361+00:00,10.8,11.2,0,49.9,57.4,451,WEATHER,SHIFT_B (14:00-22:00),2.97
IMO9301566,Evergreen Panamax 1566,Evergreen,Panamax,3707,246.8,10.3,B-06,3,2026-03-15T10:17:59.951039+00:00,2026-03-15T12:20:59.951039+00:00,2026-03-16T16:50:59.951039+00:00,13.8,20.9,0,28.7,28.5,0,NONE,SHIFT_A (06:00-14:00),2.05
IMO9301567,ZIM Panamax 1567,ZIM,Panamax,4755,289.8,10.9,B-06,3,2026-06-12T06:05:37.213801+00:00,2026-06-12T06:05:37.213801+00:00,2026-06-14T02:47:37.213801+00:00,15.8,19.2,0,37.2,44.7,451,WEATHER,SHIFT_A (06:00-14:00),0.0
IMO9301568,Wan Hai Feeder 1568,Wan Hai,Feeder,1621,142.5,8.4,B-09,2,2025-11-21T17:48:15.065375+00:00,2025-11-21T21:26:39.065375+00:00,2025-11-22T15:14:39.065375+00:00,13.5,7.6,0,17.5,17.8,0,NONE,SHIFT_B (14:00-22:00),3.64
IMO9301569,MSC Neo-Panamax 1569,MSC,Neo-Panamax,10247,350.6,14.8,B-02,4,2025-09-11T04:36:48.575811+00:00,2025-09-11T11:50:36.575811+00:00,2025-09-13T19:38:36.575811+00:00,12.3,17.1,1,56.4,55.8,0,NONE,SHIFT_A (06:00-14:00),7.23
IMO9301570,Maersk Feeder 1570,Maersk,Feeder,2036,171.2,9.4,B-08,2,2025-10-11T22:46:13.997144+00:00,2025-10-12T00:22:13.997144+00:00,2025-10-12T13:46:13.997144+00:00,14.3,16.8,0,12.9,13.4,0,NONE,SHIFT_C (22:00-06:00),1.6
IMO9301571,HMM Panamax 1571,HMM,Panamax,4317,274.4,10.6,B-07,3,2025-10-29T05:46:53.281749+00:00,2025-10-29T07:01:53.281749+00:00,2025-10-30T11:37:53.281749+00:00,12.4,25.4,0,28.8,28.6,0,NONE,SHIFT_A (06:00-14:00),1.25
IMO9301572,Maersk Feeder 1572,Maersk,Feeder,1331,144.5,9.0,B-08,2,2025-01-18T03:34:27.459559+00:00,2025-01-18T04:49:27.459559+00:00,2025-01-18T20:43:27.459559+00:00,16.4,14.8,0,15.6,15.9,0,NONE,SHIFT_C (22:00-06:00),1.25
IMO9301573,Evergreen Feeder 1573,Evergreen,Feeder,1787,140.5,8.6,B-08,2,2026-07-03T14:46:43.597223+00:00,2026-07-03T17:34:43.597223+00:00,2026-07-04T13:46:43.597223+00:00,15.4,12.7,0,20.3,20.2,0,NONE,SHIFT_B (14:00-22:00),2.8
IMO9301574,MSC Panamax 1574,MSC,Panamax,4523,274.6,10.3,B-04,3,2026-02-22T06:47:39.502708+00:00,2026-02-22T08:03:51.502708+00:00,2026-02-23T17:51:51.502708+00:00,12.6,23.6,0,34.5,33.8,0,NONE,SHIFT_A (06:00-14:00),1.27
IMO9301575,KMTC Feeder 1575,KMTC,Feeder,1997,187.3,7.0,B-08,2,2026-05-06T12:09:10.384151+00:00,2026-05-06T17:52:22.384151+00:00,2026-05-07T22:16:22.384151+00:00,8.2,38.3,1,26.1,28.4,139,YARD_CONGESTION,SHIFT_B (14:00-22:00),5.720000000000001
IMO9301576,HMM Post-Panamax 1576,HMM,Post-Panamax,9959,324.8,12.7,B-05,3,2026-08-30T23:57:57.066868+00:00,2026-08-31T01:37:33.066868+00:00,2026-09-02T01:37:33.066868+00:00,10.8,5.5,0,48.6,48.0,0,NONE,SHIFT_C (22:00-06:00),1.66
IMO9301577,X-Press Feeders ULCV 1577,X-Press Feeders,ULCV,14644,397.4,15.4,B-02,4,2025-05-13T03:28:21.493760+00:00,2025-05-13T05:16:21.493760+00:00,2025-05-16T03:16:21.493760+00:00,14.0,9.1,1,66.0,70.0,237,YARD_CONGESTION,SHIFT_C (22:00-06:00),1.8
IMO9301578,COSCO Panamax 1578,COSCO,Panamax,4141,280.4,10.9,B-07,3,2025-11-10T11:20:52.260408+00:00,2025-11-10T12:37:40.260408+00:00,2025-11-11T20:01:40.260408+00:00,12.4,10.0,0,30.5,31.4,53,PILOT_UNAVAILABLE,SHIFT_A (06:00-14:00),1.28
IMO9301579,Wan Hai Post-Panamax 1579,Wan Hai,Post-Panamax,9365,313.0,12.8,B-05,3,2025-04-12T00:10:14.439754+00:00,2025-04-12T02:17:26.439754+00:00,2025-04-13T18:41:26.439754+00:00,12.4,6.7,0,40.6,40.4,0,NONE,SHIFT_C (22:00-06:00),2.12
IMO9301580,OOCL Feeder 1580,OOCL,Feeder,1127,140.8,9.2,B-10,2,2026-06-25T08:57:17.734422+00:00,2026-06-25T09:15:53.734422+00:00,2026-06-26T06:57:53.734422+00:00,14.2,13.0,0,19.1,21.7,154,PILOT_UNAVAILABLE,SHIFT_A (06:00-14:00),0.31
IMO9301581,KMTC Feeder 1581,KMTC,Feeder,2122,173.1,8.1,B-09,2,2025-02-02T06:28:06.416478+00:00,2025-02-02T07:17:18.416478+00:00,2025-02-03T00:59:18.416478+00:00,14.8,18.3,0,17.6,17.7,0,NONE,SHIFT_A (06:00-14:00),0.82
IMO9301582,PIL Panamax 1582,PIL,Panamax,5071,221.6,11.4,B-07,3,2026-02-13T08:37:40.025870+00:00,2026-02-13T11:11:52.025870+00:00,2026-02-14T09:17:52.025870+00:00,14.4,1.2,0,20.9,22.1,71,CRANE_OUTAGE,SHIFT_A (06:00-14:00),2.57
IMO9301583,Maersk Feeder 1583,Maersk,Feeder,1957,169.9,9.3,B-08,2,2025-07-17T01:32:50.893222+00:00,2025-07-17T03:44:50.893222+00:00,2025-07-18T01:56:50.893222+00:00,17.2,26.5,0,19.4,22.2,166,YARD_CONGESTION,SHIFT_C (22:00-06:00),2.2
IMO9301584,HMM Panamax 1584,HMM,Panamax,3141,238.1,11.1,B-05,3,2026-05-16T10:55:48.281220+00:00,2026-05-16T10:55:48.281220+00:00,2026-05-17T18:55:48.281220+00:00,15.8,8.1,0,31.3,32.0,0,NONE,SHIFT_A (06:00-14:00),0.0
IMO9301585,CMA CGM Feeder 1585,CMA CGM,Feeder,2135,132.4,9.0,B-09,2,2026-01-13T15:17:13.231463+00:00,2026-01-13T17:44:13.231463+00:00,2026-01-14T12:50:13.231463+00:00,14.4,25.5,0,18.8,19.1,0,NONE,SHIFT_B (14:00-22:00),2.45
IMO9301586,Yang Ming Neo-Panamax 1586,Yang Ming,Neo-Panamax,14541,362.2,14.7,B-03,4,2026-02-25T05:49:07.520353+00:00,2026-02-25T08:44:19.520353+00:00,2026-02-27T12:08:19.520353+00:00,14.5,21.8,0,48.1,51.4,195,YARD_CONGESTION,SHIFT_A (06:00-14:00),2.92
